slNo,cust_id,cust_score,days_in_cart,purchase_hist,gender,rating,purchase
5286,6786,31,8,1,male,5,1
5287,6787,81,53,1,female,2,1
5288,6788,85,31,1,male,1,1
5289,6789,48,56,0,female,4,1
5290,6790,52,10,0,female,0,1
5291,6791,36,30,0,female,4,1
5292,6792,82,49,0,male,1,1
5293,6793,18,29,1,female,5,1
5294,6794,16,54,0,male,3,0
5295,6795,47,38,0,female,3,0
5296,6796,89,7,1,female,3,1
5297,6797,24,1,0,female,5,0
5298,6798,3,16,0,female,5,1
5299,6799,33,6,0,female,3,1
5300,6800,94,41,1,male,3,1
5301,6801,64,29,0,female,4,0
5302,6802,29,10,0,male,0,0
5303,6803,60,24,1,male,0,1
5304,6804,83,46,0,male,2,1
5305,6805,44,27,1,female,1,1
5306,6806,80,20,1,female,1,0
5307,6807,34,27,0,male,4,0
5308,6808,2,3,0,female,0,0
5309,6809,91,43,0,male,4,1
5310,6810,47,10,0,female,0,1
5311,6811,97,57,0,female,0,1
5312,6812,77,25,1,female,4,0
5313,6813,7,40,0,male,3,1
5314,6814,95,8,1,male,4,1
5315,6815,1,20,1,male,5,1
5316,6816,28,55,0,female,0,1
5317,6817,74,26,0,male,5,1
5318,6818,51,24,0,female,5,0
5319,6819,20,26,0,female,2,1
5320,6820,26,6,1,male,4,1
5321,6821,41,29,0,female,3,0
5322,6822,2,54,1,male,0,0
5323,6823,39,58,1,male,3,0
5324,6824,32,1,0,male,5,0
5325,6825,87,56,1,male,0,1
5326,6826,7,22,0,male,5,1
5327,6827,34,6,0,female,4,1
5328,6828,68,52,0,male,3,1
5329,6829,88,11,0,male,2,1
5330,6830,83,42,0,female,5,1
5331,6831,26,36,0,female,1,1
5332,6832,93,45,0,female,4,1
5333,6833,36,32,0,male,0,1
5334,6834,90,17,1,male,2,1
5335,6835,56,42,0,male,4,1
5336,6836,29,59,0,male,2,1
5337,6837,77,3,1,female,3,1
5338,6838,62,16,0,female,2,1
5339,6839,16,40,1,female,0,0
5340,6840,37,4,0,female,3,0
5341,6841,41,30,0,female,1,0
5342,6842,10,31,0,female,2,0
5343,6843,53,28,1,male,0,1
5344,6844,51,56,1,female,4,1
5345,6845,94,14,1,male,2,1
5346,6846,60,15,0,male,2,0
5347,6847,57,18,1,female,5,1
5348,6848,71,57,1,male,5,0
5349,6849,17,32,0,male,4,0
5350,6850,18,29,1,female,0,0
5351,6851,99,5,1,female,2,1
5352,6852,53,34,0,female,4,1
5353,6853,12,40,1,male,0,0
5354,6854,36,29,1,female,4,0
5355,6855,8,47,1,male,3,1
5356,6856,80,33,0,male,4,1
5357,6857,67,48,0,male,3,0
5358,6858,23,42,0,male,5,1
5359,6859,46,48,1,male,3,1
5360,6860,54,34,1,male,4,0
5361,6861,9,11,0,female,0,0
5362,6862,71,24,0,female,0,0
5363,6863,44,4,0,female,5,1
5364,6864,39,60,0,male,3,1
5365,6865,45,34,0,female,1,0
5366,6866,54,7,0,male,5,0
5367,6867,82,49,0,male,5,1
5368,6868,59,29,0,male,2,1
5369,6869,40,5,0,male,0,1
5370,6870,53,29,0,female,4,1
5371,6871,33,16,0,female,1,1
5372,6872,23,11,0,male,5,0
5373,6873,40,6,1,female,1,0
5374,6874,30,39,1,female,5,0
5375,6875,90,4,1,male,4,1
5376,6876,59,10,1,male,3,0
5377,6877,55,22,0,male,5,1
5378,6878,95,34,0,female,4,1
5379,6879,75,41,0,male,4,0
5380,6880,59,27,1,male,1,0
5381,6881,35,3,0,male,1,1
5382,6882,24,54,1,female,0,1
5383,6883,90,59,0,female,0,1
5384,6884,77,29,0,female,4,1
5385,6885,74,29,1,female,4,0
5386,6886,60,30,1,female,4,1
5387,6887,75,46,1,male,2,0
5388,6888,49,19,1,male,4,1
5389,6889,77,20,1,female,5,1
5390,6890,87,10,1,female,0,1
5391,6891,52,36,1,female,0,0
5392,6892,95,29,0,male,1,1
5393,6893,80,1,0,male,3,0
5394,6894,88,35,0,male,0,1
5395,6895,19,13,0,female,1,0
5396,6896,53,48,0,female,3,0
5397,6897,92,3,0,male,3,1
5398,6898,1,51,1,female,1,0
5399,6899,66,33,0,female,3,0
5400,6900,32,58,1,male,5,1
5401,6901,74,58,0,female,0,1
5402,6902,46,19,1,female,3,1
5403,6903,70,33,1,female,4,1
5404,6904,97,60,1,male,5,1
5405,6905,19,2,0,male,1,0
5406,6906,91,34,1,male,4,1
5407,6907,88,26,0,female,4,1
5408,6908,83,8,0,male,0,1
5409,6909,72,36,1,male,4,1
5410,6910,82,37,0,female,1,1
5411,6911,90,55,0,male,0,1
5412,6912,60,54,0,female,5,1
5413,6913,31,26,0,female,5,1
5414,6914,92,23,0,female,0,1
5415,6915,15,14,1,male,5,0
5416,6916,21,19,0,male,5,1
5417,6917,27,51,0,female,0,1
5418,6918,1,26,1,female,3,1
5419,6919,24,11,0,male,1,0
5420,6920,72,8,0,male,2,1
5421,6921,37,50,0,male,0,1
5422,6922,75,12,1,male,4,1
5423,6923,77,19,0,female,3,0
5424,6924,78,42,0,male,3,0
5425,6925,72,57,1,male,1,0
5426,6926,73,46,0,female,2,1
5427,6927,32,15,0,male,1,0
5428,6928,31,20,1,male,0,0
5429,6929,10,19,0,male,0,0
5430,6930,2,49,1,female,0,0
5431,6931,75,51,0,female,4,0
5432,6932,45,30,0,male,0,1
5433,6933,99,8,1,female,2,1
5434,6934,39,43,0,male,5,0
5435,6935,85,37,1,male,3,1
5436,6936,71,3,0,male,4,0
5437,6937,97,20,0,female,4,1
5438,6938,35,53,1,male,4,0
5439,6939,72,60,0,male,0,1
5440,6940,76,24,0,male,2,0
5441,6941,1,40,1,female,4,1
5442,6942,65,52,0,female,2,0
5443,6943,18,59,0,male,5,1
5444,6944,34,55,0,female,4,0
5445,6945,67,43,1,female,0,1
5446,6946,6,30,1,female,4,1
5447,6947,84,27,0,female,1,1
5448,6948,24,26,0,male,5,0
5449,6949,60,16,0,male,5,1
5450,6950,64,37,0,female,3,1
5451,6951,94,46,1,male,3,1
5452,6952,18,10,0,male,0,0
5453,6953,51,20,1,female,3,1
5454,6954,83,22,0,male,3,1
5455,6955,5,53,1,female,1,0
5456,6956,49,4,1,female,5,0
5457,6957,83,13,0,female,1,1
5458,6958,31,54,0,female,2,1
5459,6959,21,35,1,female,5,1
5460,6960,29,13,0,male,3,1
5461,6961,73,6,0,female,4,1
5462,6962,71,27,1,female,0,1
5463,6963,36,31,0,female,5,1
5464,6964,34,7,0,male,5,0
5465,6965,64,40,1,male,5,1
5466,6966,32,12,0,female,2,0
5467,6967,91,38,0,male,0,1
5468,6968,2,6,0,male,1,0
5469,6969,97,1,0,male,0,1
5470,6970,47,12,1,male,3,0
5471,6971,3,20,0,male,2,0
5472,6972,31,17,0,female,2,0
5473,6973,4,41,0,male,0,0
5474,6974,29,32,0,male,0,1
5475,6975,5,36,1,female,0,0
5476,6976,64,3,0,female,5,1
5477,6977,79,2,0,male,5,1
5478,6978,71,35,0,male,3,1
5479,6979,9,6,1,female,5,1
5480,6980,23,16,0,male,5,1
5481,6981,28,4,0,male,5,1
5482,6982,95,41,0,female,3,1
5483,6983,24,38,0,female,0,0
5484,6984,68,29,0,female,2,0
5485,6985,68,10,1,female,1,0
5486,6986,31,32,1,female,5,0
5487,6987,11,24,1,male,5,1
5488,6988,80,1,1,male,5,1
5489,6989,97,4,0,male,2,1
5490,6990,2,4,0,female,5,1
5491,6991,23,44,1,male,1,1
5492,6992,44,50,0,female,5,1
5493,6993,14,37,0,male,0,0
5494,6994,94,1,0,male,3,1
5495,6995,93,60,1,male,3,1
5496,6996,18,43,0,female,3,0
5497,6997,38,21,1,female,5,0
5498,6998,86,60,0,female,2,1
5499,6999,26,26,1,female,4,1
5500,7000,93,3,0,female,0,1
5501,7001,84,50,1,female,5,1
5502,7002,43,48,1,female,0,1
5503,7003,48,37,0,male,2,1
5504,7004,51,16,0,female,3,0
5505,7005,45,30,0,male,3,0
5506,7006,7,19,0,male,2,0
5507,7007,92,27,0,male,0,1
5508,7008,95,1,0,female,1,1
5509,7009,63,27,1,female,1,0
5510,7010,63,22,0,male,2,1
5511,7011,35,34,0,female,5,1
5512,7012,18,45,0,male,4,1
5513,7013,63,22,1,male,4,0
5514,7014,82,7,1,male,3,1
5515,7015,89,37,1,female,4,1
5516,7016,46,28,1,male,0,0
5517,7017,86,6,1,male,0,1
5518,7018,42,9,1,female,0,0
5519,7019,55,23,0,male,4,1
5520,7020,70,5,0,female,5,1
5521,7021,19,59,0,female,4,0
5522,7022,92,50,0,female,2,1
5523,7023,95,26,1,male,3,1
5524,7024,20,34,1,male,3,0
5525,7025,94,12,0,female,2,1
5526,7026,35,43,1,female,5,1
5527,7027,90,9,1,male,5,1
5528,7028,32,15,1,male,4,1
5529,7029,32,5,1,female,5,1
5530,7030,36,59,1,male,5,0
5531,7031,5,24,1,female,1,0
5532,7032,97,58,0,female,3,1
5533,7033,3,4,1,female,1,0
5534,7034,51,26,1,female,1,0
5535,7035,83,24,1,female,0,1
5536,7036,21,60,0,female,1,0
5537,7037,25,1,1,female,0,0
5538,7038,54,18,0,male,5,1
5539,7039,75,59,1,female,3,0
5540,7040,17,5,1,male,1,0
5541,7041,67,1,0,female,4,0
5542,7042,5,23,1,male,5,0
5543,7043,29,50,1,female,2,0
5544,7044,89,32,1,female,0,1
5545,7045,7,58,1,male,5,0
5546,7046,32,46,1,female,4,1
5547,7047,11,58,0,male,2,0
5548,7048,45,58,0,female,5,0
5549,7049,44,15,1,female,4,0
5550,7050,67,35,0,male,3,0
5551,7051,95,26,1,male,2,1
5552,7052,68,34,1,female,5,0
5553,7053,4,34,0,male,2,0
5554,7054,13,25,1,female,2,0
5555,7055,15,2,1,male,2,0
5556,7056,2,57,1,female,0,0
5557,7057,96,36,0,male,1,1
5558,7058,97,3,1,male,2,1
5559,7059,41,54,1,female,1,0
5560,7060,31,57,1,female,3,1
5561,7061,3,52,0,female,2,0
5562,7062,16,22,1,male,4,0
5563,7063,60,5,0,male,0,0
5564,7064,49,29,0,male,5,1
5565,7065,48,25,1,male,5,0
5566,7066,24,5,1,male,1,0
5567,7067,74,17,1,female,5,1
5568,7068,21,37,0,male,2,1
5569,7069,8,45,1,male,3,0
5570,7070,37,29,1,female,3,0
5571,7071,24,47,0,female,5,0
5572,7072,63,46,0,male,0,1
5573,7073,1,13,0,female,2,0
5574,7074,14,38,0,female,4,0
5575,7075,54,53,1,female,0,0
5576,7076,57,13,0,male,5,0
5577,7077,53,4,1,male,1,1
5578,7078,66,53,0,male,1,0
5579,7079,40,48,1,female,1,0
5580,7080,31,25,0,female,4,0
5581,7081,24,57,0,male,5,0
5582,7082,89,6,1,female,3,1
5583,7083,14,10,0,female,0,0
5584,7084,25,45,0,male,5,1
5585,7085,59,21,1,male,3,0
5586,7086,1,15,0,male,0,0
5587,7087,48,31,0,male,2,0
5588,7088,6,57,1,male,1,0
5589,7089,37,21,0,male,1,0
5590,7090,75,30,0,female,0,0
5591,7091,37,18,1,female,4,1
5592,7092,85,23,0,male,2,1
5593,7093,65,19,0,male,5,1
5594,7094,58,14,1,female,0,1
5595,7095,12,11,0,male,0,0
5596,7096,66,47,0,male,3,0
5597,7097,75,4,0,male,0,0
5598,7098,67,25,1,male,1,1
5599,7099,50,17,1,male,1,0
5600,7100,46,21,1,female,1,1
5601,7101,39,42,1,male,5,0
5602,7102,4,51,0,female,3,1
5603,7103,48,32,0,male,2,0
5604,7104,99,25,0,male,5,1
5605,7105,36,31,1,female,5,0
5606,7106,9,50,1,male,5,1
5607,7107,5,43,0,male,0,0
5608,7108,67,38,1,male,0,1
5609,7109,39,11,0,male,2,1
5610,7110,20,10,0,male,1,0
5611,7111,55,51,1,female,5,1
5612,7112,16,37,0,female,1,0
5613,7113,5,37,1,male,3,0
5614,7114,93,58,1,male,0,1
5615,7115,67,55,0,male,1,1
5616,7116,31,38,1,male,5,1
5617,7117,22,40,1,male,2,1
5618,7118,27,8,1,male,5,0
5619,7119,6,6,0,female,0,0
5620,7120,22,52,0,male,0,0
5621,7121,32,16,0,male,5,1
5622,7122,74,34,0,female,4,0
5623,7123,26,50,0,male,0,1
5624,7124,58,54,1,female,2,0
5625,7125,27,45,1,male,4,1
5626,7126,40,40,1,male,0,0
5627,7127,87,2,1,male,2,1
5628,7128,40,16,1,female,1,0
5629,7129,33,20,0,male,5,0
5630,7130,78,36,0,female,1,1
5631,7131,38,47,0,male,2,1
5632,7132,19,56,1,male,5,0
5633,7133,81,19,1,male,0,1
5634,7134,48,26,1,male,5,0
5635,7135,8,43,1,male,3,0
5636,7136,46,36,1,female,3,0
5637,7137,78,60,0,male,3,0
5638,7138,10,18,1,male,5,0
5639,7139,74,16,1,female,0,0
5640,7140,82,38,1,male,3,1
5641,7141,98,2,1,female,2,1
5642,7142,28,8,0,male,4,0
5643,7143,60,48,0,male,2,1
5644,7144,6,27,1,female,0,0
5645,7145,91,26,1,male,3,1
5646,7146,83,12,0,male,5,1
5647,7147,50,29,0,male,2,1
5648,7148,52,16,0,female,0,1
5649,7149,97,12,1,female,4,1
5650,7150,74,48,0,male,4,0
5651,7151,92,21,1,female,1,1
5652,7152,77,45,0,female,0,1
5653,7153,72,41,0,male,3,1
5654,7154,95,48,0,female,4,1
5655,7155,14,50,0,male,0,0
5656,7156,45,3,0,female,5,1
5657,7157,86,6,0,male,5,1
5658,7158,71,46,1,female,5,1
5659,7159,54,18,1,male,2,0
5660,7160,10,57,1,male,1,0
5661,7161,43,39,1,male,2,0
5662,7162,76,57,1,female,0,1
5663,7163,62,51,0,female,4,0
5664,7164,60,21,0,female,0,0
5665,7165,25,9,0,male,2,0
5666,7166,17,39,1,female,3,1
5667,7167,57,17,1,male,1,0
5668,7168,58,16,0,male,4,1
5669,7169,85,30,0,female,1,1
5670,7170,89,27,0,male,4,1
5671,7171,27,20,0,male,4,1
5672,7172,16,5,1,female,2,0
5673,7173,90,51,0,male,0,1
5674,7174,48,42,0,male,5,0
5675,7175,18,14,0,female,3,1
5676,7176,8,47,0,male,0,0
5677,7177,54,45,0,male,5,1
5678,7178,59,10,1,male,1,1
5679,7179,24,41,0,female,5,1
5680,7180,77,33,0,female,2,1
5681,7181,87,58,0,male,2,1
5682,7182,28,13,0,male,5,1
5683,7183,69,25,1,female,5,0
5684,7184,82,55,1,male,2,1
5685,7185,25,31,1,female,2,1
5686,7186,37,48,0,male,3,0
5687,7187,21,6,0,male,4,0
5688,7188,9,51,1,male,3,0
5689,7189,14,51,1,male,4,1
5690,7190,88,8,1,female,0,1
5691,7191,47,43,1,male,1,1
5692,7192,93,9,1,female,5,1
5693,7193,39,45,0,female,4,0
5694,7194,84,28,1,female,2,1
5695,7195,25,53,0,female,3,1
5696,7196,62,15,0,female,2,0
5697,7197,40,15,1,male,2,1
5698,7198,72,53,1,male,1,1
5699,7199,52,18,0,male,3,1
5700,7200,26,55,1,female,0,1
5701,7201,10,28,1,female,3,0
5702,7202,71,43,1,female,5,0
5703,7203,54,38,1,male,3,1
5704,7204,88,19,0,male,0,1
5705,7205,39,58,1,male,3,0
5706,7206,55,6,0,male,1,1
5707,7207,37,30,1,female,4,1
5708,7208,45,18,0,male,1,1
5709,7209,42,5,0,male,0,0
5710,7210,17,52,0,male,5,0
5711,7211,82,46,0,male,1,1
5712,7212,35,4,0,male,0,0
5713,7213,90,13,1,female,1,1
5714,7214,14,30,0,male,0,0
5715,7215,7,46,1,female,1,0
5716,7216,77,46,1,male,3,1
5717,7217,27,50,1,female,4,1
5718,7218,73,15,1,female,2,1
5719,7219,56,18,1,female,3,0
5720,7220,10,13,0,male,5,1
5721,7221,41,60,1,male,3,1
5722,7222,14,29,1,male,3,0
5723,7223,85,18,1,female,2,1
5724,7224,6,6,0,female,1,0
5725,7225,60,15,1,female,4,1
5726,7226,43,33,1,male,0,1
5727,7227,41,40,0,female,5,1
5728,7228,86,36,1,female,5,1
5729,7229,35,18,1,male,3,1
5730,7230,58,29,1,male,3,1
5731,7231,87,32,0,female,4,1
5732,7232,23,14,1,male,4,0
5733,7233,1,11,0,male,5,1
5734,7234,15,43,0,female,1,0
5735,7235,54,33,1,male,1,0
5736,7236,88,8,1,male,4,1
5737,7237,16,16,0,male,0,0
5738,7238,49,36,1,female,0,1
5739,7239,98,11,0,male,5,1
5740,7240,10,27,0,male,2,0
5741,7241,36,60,0,female,1,0
5742,7242,5,9,0,female,3,1
5743,7243,47,60,0,female,5,0
5744,7244,12,55,0,female,3,0
5745,7245,99,27,0,female,5,1
5746,7246,78,55,1,female,5,1
5747,7247,48,5,0,female,5,0
5748,7248,23,20,1,male,4,0
5749,7249,42,13,0,male,5,0
5750,7250,71,55,1,female,0,0
5751,7251,43,49,1,female,5,0
5752,7252,57,19,0,male,4,1
5753,7253,41,32,0,female,1,1
5754,7254,92,60,1,female,5,1
5755,7255,31,19,0,male,4,0
5756,7256,37,14,1,male,5,0
5757,7257,100,18,0,male,1,1
5758,7258,76,56,0,female,2,1
5759,7259,12,35,0,female,0,0
5760,7260,71,28,1,male,3,0
5761,7261,68,17,1,female,2,0
5762,7262,40,32,0,male,4,1
5763,7263,23,40,1,male,4,0
5764,7264,53,32,0,female,0,0
5765,7265,13,46,1,female,2,0
5766,7266,64,53,0,male,0,0
5767,7267,100,4,0,male,2,1
5768,7268,11,58,0,male,5,1
5769,7269,13,26,1,male,1,0
5770,7270,28,2,0,male,5,1
5771,7271,54,51,0,male,2,1
5772,7272,4,43,0,female,2,0
5773,7273,26,42,1,male,2,0
5774,7274,65,50,1,male,2,1
5775,7275,31,56,1,male,3,1
5776,7276,41,29,1,female,5,1
5777,7277,100,23,0,female,4,1
5778,7278,28,7,0,male,3,0
5779,7279,88,26,0,female,3,1
5780,7280,14,29,1,male,0,0
5781,7281,67,39,1,female,1,1
5782,7282,15,42,0,female,1,0
5783,7283,18,57,0,male,5,0
5784,7284,35,36,0,female,4,1
5785,7285,66,42,0,male,4,0
5786,7286,56,25,0,female,4,1
5787,7287,85,43,1,female,3,1
5788,7288,69,10,0,female,4,1
5789,7289,16,55,1,male,4,0
5790,7290,38,22,1,female,4,0
5791,7291,76,18,0,female,3,0
5792,7292,47,24,0,female,3,1
5793,7293,70,58,1,female,4,0
5794,7294,83,26,0,female,4,1
5795,7295,92,24,1,male,3,1
5796,7296,95,47,1,male,0,1
5797,7297,23,30,0,female,4,0
5798,7298,20,37,1,female,2,0
5799,7299,57,31,1,female,4,0
5800,7300,90,19,0,female,2,1
5801,7301,67,58,0,male,4,0
5802,7302,61,31,1,male,2,0
5803,7303,72,36,0,male,3,1
5804,7304,23,16,0,female,1,0
5805,7305,75,20,0,male,4,0
5806,7306,1,19,1,male,1,0
5807,7307,23,44,1,male,4,0
5808,7308,34,17,1,female,3,0
5809,7309,92,23,1,female,1,1
5810,7310,2,35,1,male,3,1
5811,7311,83,33,1,female,0,1
5812,7312,11,50,0,female,3,0
5813,7313,77,56,1,male,3,0
5814,7314,59,14,0,male,1,1
5815,7315,24,21,0,male,4,1
5816,7316,50,7,1,male,1,1
5817,7317,47,19,0,female,2,1
5818,7318,29,25,0,female,2,1
5819,7319,83,49,0,female,4,1
5820,7320,97,43,0,male,5,1
5821,7321,23,38,0,male,0,1
5822,7322,2,38,1,male,1,0
5823,7323,69,46,0,female,5,1
5824,7324,37,60,1,female,4,1
5825,7325,59,8,1,female,5,0
5826,7326,20,17,0,male,5,1
5827,7327,19,27,0,male,4,0
5828,7328,25,38,0,female,2,0
5829,7329,68,59,0,female,4,0
5830,7330,55,50,1,female,5,0
5831,7331,58,15,0,male,5,1
5832,7332,85,60,1,female,2,1
5833,7333,88,35,0,male,4,1
5834,7334,43,31,0,female,0,1
5835,7335,68,39,0,female,2,0
5836,7336,46,52,0,female,2,1
5837,7337,66,11,0,female,4,1
5838,7338,32,51,1,male,2,0
5839,7339,95,36,0,female,3,1
5840,7340,88,17,0,female,5,1
5841,7341,86,36,1,female,3,1
5842,7342,16,59,1,male,1,0
5843,7343,79,25,1,female,0,1
5844,7344,62,50,0,female,2,1
5845,7345,45,30,0,female,0,1
5846,7346,52,50,0,male,4,1
5847,7347,97,2,1,female,3,1
5848,7348,71,9,0,female,3,0
5849,7349,34,36,1,female,4,1
5850,7350,25,51,0,male,4,0
5851,7351,77,27,1,male,4,0
5852,7352,75,15,1,female,1,0
5853,7353,83,2,0,female,2,1
5854,7354,4,31,1,female,5,1
5855,7355,58,27,0,female,5,1
5856,7356,20,18,1,female,4,0
5857,7357,92,13,0,female,1,1
5858,7358,60,13,1,female,1,0
5859,7359,74,19,0,male,2,0
5860,7360,33,15,1,male,4,1
5861,7361,22,33,0,female,3,0
5862,7362,34,57,0,female,2,1
5863,7363,42,18,0,female,1,0
5864,7364,4,5,1,female,5,1
5865,7365,57,54,1,female,2,1
5866,7366,29,23,1,male,1,0
5867,7367,55,59,0,male,1,1
5868,7368,11,54,1,female,4,1
5869,7369,71,22,1,male,0,1
5870,7370,90,59,1,male,2,1
5871,7371,1,33,1,male,0,0
5872,7372,66,12,0,female,1,1
5873,7373,28,27,1,male,5,1
5874,7374,26,50,1,male,4,0
5875,7375,51,49,0,male,5,1
5876,7376,49,30,1,female,1,0
5877,7377,32,30,1,male,1,1
5878,7378,91,51,0,female,2,1
5879,7379,7,21,0,female,0,0
5880,7380,32,48,0,male,0,1
5881,7381,49,35,1,male,2,0
5882,7382,23,49,1,male,0,0
5883,7383,82,5,0,female,4,1
5884,7384,44,52,0,female,2,0
5885,7385,80,46,1,male,4,0
5886,7386,31,41,1,male,1,1
5887,7387,92,21,1,male,3,1
5888,7388,14,20,0,male,2,0
5889,7389,57,57,1,female,0,0
5890,7390,100,20,0,female,1,1
5891,7391,99,52,1,male,1,1
5892,7392,61,52,0,female,2,1
5893,7393,41,37,0,male,0,1
5894,7394,57,45,0,male,3,1
5895,7395,58,58,0,male,2,1
5896,7396,91,21,1,male,5,1
5897,7397,53,44,1,male,5,0
5898,7398,86,9,0,female,4,1
5899,7399,15,53,1,male,0,0
5900,7400,18,41,1,female,3,0
5901,7401,61,25,1,male,4,1
5902,7402,65,19,0,female,3,0
5903,7403,96,30,1,female,1,1
5904,7404,14,32,0,female,5,0
5905,7405,10,21,0,male,4,0
5906,7406,89,8,0,female,1,1
5907,7407,7,12,1,male,3,0
5908,7408,54,51,0,male,5,0
5909,7409,56,20,1,male,4,1
5910,7410,61,56,1,male,4,0
5911,7411,27,7,0,male,4,1
5912,7412,55,22,1,male,1,1
5913,7413,42,26,1,female,1,1
5914,7414,55,12,0,male,2,1
5915,7415,44,34,1,male,4,1
5916,7416,6,3,1,male,2,0
5917,7417,99,24,0,female,3,1
5918,7418,36,24,1,male,0,1
5919,7419,90,3,1,male,4,1
5920,7420,16,1,0,female,2,0
5921,7421,33,46,0,male,1,1
5922,7422,19,35,1,female,3,1
5923,7423,38,8,1,female,2,0
5924,7424,47,43,0,female,5,0
5925,7425,12,6,0,male,3,1
5926,7426,45,4,0,female,3,1
5927,7427,40,31,0,female,0,1
5928,7428,56,12,0,female,3,0
5929,7429,7,39,0,male,2,0
5930,7430,11,53,0,male,5,0
5931,7431,11,1,0,female,5,1
5932,7432,19,8,0,male,3,1
5933,7433,46,3,1,male,4,1
5934,7434,62,55,1,male,1,0
5935,7435,21,19,0,female,4,1
5936,7436,98,19,0,female,2,1
5937,7437,80,60,0,female,5,1
5938,7438,71,4,1,male,3,0
5939,7439,33,55,0,female,2,0
5940,7440,92,5,0,female,0,1
5941,7441,15,51,1,male,2,0
5942,7442,17,58,0,female,0,0
5943,7443,70,57,0,female,0,1
5944,7444,99,14,0,male,4,1
5945,7445,57,46,0,male,3,0
5946,7446,3,9,1,male,2,0
5947,7447,65,34,1,female,2,0
5948,7448,88,34,1,male,0,1
5949,7449,71,5,0,male,4,0
5950,7450,66,43,0,female,4,1
5951,7451,54,45,1,female,4,0
5952,7452,70,42,1,female,3,1
5953,7453,40,24,1,male,1,0
5954,7454,92,56,1,female,3,1
5955,7455,95,37,0,male,0,1
5956,7456,26,54,1,male,5,1
5957,7457,31,42,0,female,5,1
5958,7458,80,22,0,female,5,1
5959,7459,74,43,0,male,4,0
5960,7460,5,36,0,male,4,0
5961,7461,69,55,1,male,2,1
5962,7462,86,18,0,male,1,1
5963,7463,17,51,1,male,3,1
5964,7464,92,19,0,male,1,1
5965,7465,53,36,0,female,4,0
5966,7466,88,56,0,male,0,1
5967,7467,49,54,1,female,1,0
5968,7468,80,25,1,female,0,0
5969,7469,61,36,0,female,5,1
5970,7470,88,46,0,male,5,1
5971,7471,38,33,1,male,0,0
5972,7472,64,5,0,female,2,0
5973,7473,33,37,0,male,4,0
5974,7474,85,44,0,male,3,1
5975,7475,58,58,0,male,5,0
5976,7476,86,29,1,male,5,1
5977,7477,18,22,1,female,5,0
5978,7478,2,2,0,male,3,0
5979,7479,29,16,1,male,3,0
5980,7480,47,13,1,female,5,1
5981,7481,18,43,1,female,2,0
5982,7482,33,26,1,male,3,0
5983,7483,17,57,0,male,5,1
5984,7484,21,2,0,male,1,0
5985,7485,74,42,1,female,5,0
5986,7486,44,54,0,female,4,1
5987,7487,95,14,1,female,5,1
5988,7488,15,19,1,female,3,0
5989,7489,81,24,0,female,3,1
5990,7490,99,7,0,female,2,1
5991,7491,5,7,0,female,5,0
5992,7492,52,44,0,male,5,1
5993,7493,3,28,0,male,5,0
5994,7494,7,35,0,female,3,0
5995,7495,81,47,1,male,2,1
5996,7496,72,40,0,female,2,1
5997,7497,95,20,1,male,3,1
5998,7498,70,4,1,male,2,1
5999,7499,43,16,0,male,1,0
6000,7500,92,56,0,male,2,1
6001,7501,39,32,0,female,3,0
6002,7502,72,41,1,male,0,1
6003,7503,56,11,1,female,4,0
6004,7504,20,8,1,female,4,1
6005,7505,22,16,1,male,1,1
6006,7506,85,52,0,male,0,1
6007,7507,46,43,0,female,1,1
6008,7508,78,20,0,male,4,0
6009,7509,43,30,0,female,5,0
6010,7510,60,23,1,male,3,1
6011,7511,81,20,0,female,5,1
6012,7512,37,28,0,female,2,0
6013,7513,38,48,0,male,5,1
6014,7514,76,7,1,female,2,1
6015,7515,10,8,1,male,2,0
6016,7516,26,29,0,female,3,1
6017,7517,22,44,1,male,0,0
6018,7518,60,54,1,female,3,0
6019,7519,93,41,0,male,5,1
6020,7520,72,53,1,female,3,0
6021,7521,55,15,1,female,3,1
6022,7522,3,40,1,male,4,1
6023,7523,59,31,0,male,2,0
6024,7524,90,39,1,male,4,1
6025,7525,51,18,0,male,1,1
6026,7526,24,14,0,male,3,1
6027,7527,24,35,1,male,4,0
6028,7528,46,60,1,male,3,1
6029,7529,77,21,0,female,2,1
6030,7530,54,20,1,female,4,0
6031,7531,60,42,0,female,4,1
6032,7532,86,52,1,female,0,1
6033,7533,20,58,0,male,5,1
6034,7534,28,53,0,male,2,0
6035,7535,28,27,1,male,3,1
6036,7536,21,13,0,female,4,0
6037,7537,25,51,1,female,2,1
6038,7538,70,40,1,male,1,0
6039,7539,97,11,1,female,2,1
6040,7540,41,26,0,male,0,0
6041,7541,93,14,1,male,1,1
6042,7542,98,3,1,female,0,1
6043,7543,81,33,0,female,2,1
6044,7544,66,46,0,female,3,1
6045,7545,48,52,0,female,1,1
6046,7546,88,38,1,female,4,1
6047,7547,79,29,0,male,3,0
6048,7548,63,17,0,female,1,0
6049,7549,55,40,1,male,4,1
6050,7550,19,8,0,female,0,0
6051,7551,46,14,0,female,5,0
6052,7552,22,42,1,female,2,1
6053,7553,59,4,1,female,3,0
6054,7554,14,59,1,male,4,1
6055,7555,50,22,0,male,1,1
6056,7556,87,59,0,male,1,1
6057,7557,55,3,1,female,0,0
6058,7558,81,11,1,female,1,1
6059,7559,89,59,1,female,5,1
6060,7560,8,41,0,male,3,0
